index,workerid,proliferate.condition,adjective,adjectivePair,desired,entityGender,entityName,item,listenerGender,listenerName,negation,polarity,responseHonest,responsePositive,responseState,responseValue,sentence,slide_number_in_experiment,speakerGender,speakerName,state,stimulusType,targetType,value,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
3669,72,condition1,good,good-bad,bad,,,weather,,,1,positive,0.59,0.19,0.47,0.25,"""The weather wasn't good.""",13,M,John,,main_stimulus,thing,flipped,[],38,Yes,,3,1,0,Male,English,Chrome,Mac,900,1440,8.78425,
3670,72,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.1,0.18,0.06,1.0,"""It's boring.""",14,F,Caroline,positive,control,listener,,[],38,Yes,,3,1,0,Male,English,Chrome,Mac,900,1440,8.78425,
3671,72,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.93,0.02,0.89,0.84,"""It's gross.""",15,M,Ethan,negative,control,listener,,[],38,Yes,,3,1,0,Male,English,Chrome,Mac,900,1440,8.78425,
3672,72,condition1,bad,good-bad,bad,,,weather,,,0,negative,0.77,0.04,0.84,0.19,"""The weather was bad.""",16,F,Diane,,main_stimulus,thing,flipped,[],38,Yes,,3,1,0,Male,English,Chrome,Mac,900,1440,8.78425,
3673,72,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.61,0.07,0.83,0.83,"""It's boring.""",17,F,Lucy,negative,control,listener,,[],38,Yes,,3,1,0,Male,English,Chrome,Mac,900,1440,8.78425,
3674,72,condition1,fast,fast-slow,fast,,,zebra,,,1,positive,0.74,0.16,0.51,0.83,"""The zebra wasn't fast.""",18,F,Mary,,main_stimulus,thing,normal,[],38,Yes,,3,1,0,Male,English,Chrome,Mac,900,1440,8.78425,
3675,72,condition1,big,big-small,big,F,Cynthia,party,,,1,positive,0.67,0.41,0.64,0.93,"""Her party wasn't big.""",19,M,Alexander,,main_stimulus,human,normal,[],38,Yes,,3,1,0,Male,English,Chrome,Mac,900,1440,8.78425,
3676,72,condition1,slow,fast-slow,fast,M,John,driver,,,0,negative,0.37,0.36,0.47,0.83,"""His driving was slow.""",20,F,Shirley,,main_stimulus,human,normal,[],38,Yes,,3,1,0,Male,English,Chrome,Mac,900,1440,8.78425,
3677,274,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.98,0.2,0.13,0.2,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3678,274,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.95,0.91,0.84,0.82,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3679,274,condition1,good,good-bad,bad,,,weather,,,0,positive,0.95,0.47,0.92,0.01,"""The weather was good.""",5,M,Larry,,main_stimulus,thing,flipped,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3680,274,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.96,0.18,0.93,0.98,"""It's boring.""",6,F,Lucy,negative,control,listener,,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3681,274,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.99,0.02,1.0,0.95,"""It's gross.""",7,M,Ethan,negative,control,listener,,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3682,274,condition1,big,big-small,big,M,Justin,party,,,1,positive,0.74,0.39,0.2,0.93,"""His party wasn't big.""",8,F,Helen,,main_stimulus,human,normal,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3683,274,condition1,long,long-short,long,M,Thomas,speech,,,0,positive,0.96,0.48,0.8,0.8,"""His speech was long.""",9,F,Brenda,,main_stimulus,human,normal,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3684,274,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.99,0.48,0.98,0.99,"""It's tasty.""",10,F,Dora,positive,control,listener,,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3685,274,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.15,0.85,0.05,0.95,"""It's entertaining.""",11,M,George,negative,control,listener,,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3686,274,condition1,fast,fast-slow,slow,M,Kevin,driver,,,1,positive,0.95,0.92,0.09,0.14,"""His driving wasn't fast.""",12,F,Catherine,,main_stimulus,human,flipped,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3687,274,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.94,0.94,0.91,0.9,"""It's entertaining.""",13,M,Mark,positive,control,listener,,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3688,274,condition1,bad,good-bad,good,,,weather,,,1,negative,0.92,0.53,0.03,0.96,"""The weather wasn't bad.""",14,F,Melissa,,main_stimulus,thing,normal,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3689,274,condition1,slow,fast-slow,slow,M,Tyler,driver,,,0,negative,0.93,0.47,0.98,0.0,"""His driving was slow.""",15,F,Sandra,,main_stimulus,human,flipped,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3690,274,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.02,0.02,0.07,0.62,"""It's boring.""",16,F,Caroline,positive,control,listener,,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3691,274,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.0,0.96,0.03,0.9,"""It's tasty.""",17,F,Sarah,negative,control,listener,,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3692,274,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.04,0.0,0.05,0.18,"""It's gross.""",18,M,Robert,positive,control,listener,,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3693,274,condition1,small,big-small,small,,,succulent,,,1,negative,0.86,0.43,0.25,0.04,"""The succulent wasn't small.""",19,F,Catherine,,main_stimulus,thing,flipped,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3694,274,condition1,short,long-short,long,,,trail,,,0,negative,0.89,0.66,0.8,0.82,"""The trail was short.""",20,F,Julie,,main_stimulus,thing,normal,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,864,1536,7.969333333333333,
3695,148,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.67,0.52,0.16,0.14,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3696,148,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.61,0.62,0.81,0.91,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3697,148,condition1,long,long-short,short,M,Jeffrey,speech,,,1,positive,0.43,0.44,0.24,0.14,"""His speech wasn't long.""",5,F,Emily,,main_stimulus,human,flipped,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3698,148,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.47,0.48,0.77,0.82,"""It's entertaining.""",6,M,Mark,positive,control,listener,,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3699,148,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.49,0.52,0.22,0.32,"""It's boring.""",7,F,Caroline,positive,control,listener,,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3700,148,condition1,small,big-small,big,,,succulent,,,0,negative,0.68,0.49,0.75,0.81,"""The succulent was small.""",8,M,Tyler,,main_stimulus,thing,normal,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3701,148,condition1,bad,good-bad,good,F,Emily,presentation,,,0,negative,0.48,0.46,0.72,0.81,"""Her presentation was bad.""",9,M,Raymond,,main_stimulus,human,normal,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3702,148,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.35,0.78,0.08,0.86,"""It's tasty.""",10,F,Sarah,negative,control,listener,,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3703,148,condition1,short,long-short,long,,,trail,,,1,negative,0.42,0.43,0.27,0.82,"""The trail wasn't short.""",11,F,Nancy,,main_stimulus,thing,normal,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3704,148,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.7,0.46,0.8,0.21,"""It's gross.""",12,M,Ethan,negative,control,listener,,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3705,148,condition1,good,good-bad,bad,F,Samantha,presentation,,,0,positive,0.57,0.45,0.77,0.23,"""Her presentation was good.""",13,M,Matthew,,main_stimulus,human,flipped,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3706,148,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.73,0.48,0.82,0.22,"""It's boring.""",14,F,Lucy,negative,control,listener,,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3707,148,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.25,0.64,0.18,0.78,"""It's entertaining.""",15,M,George,negative,control,listener,,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3708,148,condition1,big,big-small,small,,,succulent,,,1,positive,0.64,0.46,0.22,0.21,"""The succulent wasn't big.""",16,M,George,,main_stimulus,thing,flipped,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3709,148,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.41,0.4,0.16,0.21,"""It's gross.""",17,M,Robert,positive,control,listener,,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3710,148,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.77,0.72,0.85,0.85,"""It's tasty.""",18,F,Dora,positive,control,listener,,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3711,148,condition1,fast,fast-slow,slow,,,zebra,,,0,positive,0.47,0.47,0.86,0.05,"""The zebra was fast.""",19,M,Eric,,main_stimulus,thing,flipped,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3712,148,condition1,slow,fast-slow,fast,M,Samuel,driver,,,1,negative,0.51,0.53,0.4,0.77,"""His driving wasn't slow.""",20,F,Dorothy,,main_stimulus,human,normal,[],,Yes,,3,-1,-1,Male,,Chrome,Windows,1080,1920,6.144,
3713,94,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.93,0.18,0.09,0.3,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3714,94,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.91,0.94,0.95,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3715,94,condition1,good,good-bad,good,,,weather,,,1,positive,0.73,0.24,0.17,0.99,"""The weather wasn't good.""",5,F,Deborah,,main_stimulus,thing,normal,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3716,94,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.01,0.87,0.0,0.92,"""It's tasty.""",6,F,Sarah,negative,control,listener,,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3717,94,condition1,small,big-small,small,,,succulent,,,1,negative,0.87,0.93,0.04,0.04,"""The succulent wasn't small.""",7,M,Anthony,,main_stimulus,thing,flipped,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3718,94,condition1,slow,fast-slow,slow,M,Mark,driver,,,1,negative,0.89,0.35,0.07,0.04,"""His driving wasn't slow.""",8,F,Shirley,,main_stimulus,human,flipped,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3719,94,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.95,0.51,0.01,0.9,"""It's gross.""",9,M,Robert,positive,control,listener,,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3720,94,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.91,0.68,0.88,0.92,"""It's boring.""",10,F,Lucy,negative,control,listener,,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3721,94,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.92,0.99,0.87,0.98,"""It's tasty.""",11,F,Dora,positive,control,listener,,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3722,94,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.12,0.92,0.07,0.97,"""It's entertaining.""",12,M,George,negative,control,listener,,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3723,94,condition1,fast,fast-slow,slow,,,zebra,,,0,positive,0.91,0.31,0.91,0.07,"""The zebra was fast.""",13,M,Robert,,main_stimulus,thing,flipped,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3724,94,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.89,0.9,0.96,0.85,"""It's entertaining.""",14,M,Mark,positive,control,listener,,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3725,94,condition1,short,long-short,short,M,Jeffrey,speech,,,0,negative,0.92,0.62,0.97,0.04,"""His speech was short.""",15,F,Cynthia,,main_stimulus,human,flipped,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3726,94,condition1,bad,good-bad,good,F,Kimberly,presentation,,,0,negative,0.92,0.44,0.91,0.83,"""Her presentation was bad.""",16,M,Charles,,main_stimulus,human,normal,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3727,94,condition1,long,long-short,long,M,Benjamin,speech,,,1,positive,0.89,0.6,0.15,0.87,"""His speech wasn't long.""",17,F,Julie,,main_stimulus,human,normal,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3728,94,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.82,0.6,0.89,0.88,"""It's gross.""",18,M,Ethan,negative,control,listener,,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3729,94,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.83,0.51,0.06,0.91,"""It's boring.""",19,F,Caroline,positive,control,listener,,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3730,94,condition1,big,big-small,big,,,succulent,,,0,positive,0.78,0.74,0.69,0.8,"""The succulent was big.""",20,M,Benjamin,,main_stimulus,thing,normal,[],19,Yes,,2,1,1,Female,English,Safari,iPhone/iPod,844,390,6.68515,
3731,223,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.85,0.14,0.0,0.0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3732,223,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.85,0.72,0.89,0.93,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3733,223,condition1,small,big-small,small,M,Alexander,party,,,0,negative,0.88,0.87,0.87,0.05,"""His party was small.""",5,F,Betty,,main_stimulus,human,flipped,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3734,223,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.89,0.26,0.92,0.08,"""It's boring.""",6,F,Lucy,negative,control,listener,,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3735,223,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.88,0.87,0.88,0.89,"""It's tasty.""",7,F,Dora,positive,control,listener,,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3736,223,condition1,big,big-small,big,,,succulent,,,1,positive,0.92,0.22,0.41,0.88,"""The succulent wasn't big.""",8,F,Linda,,main_stimulus,thing,normal,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3737,223,condition1,good,good-bad,good,,,weather,,,0,positive,0.89,0.88,0.87,0.91,"""The weather was good.""",9,M,Ryan,,main_stimulus,thing,normal,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3738,223,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.76,0.75,0.83,0.8,"""It's entertaining.""",10,M,Mark,positive,control,listener,,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3739,223,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.09,0.17,0.07,0.84,"""It's gross.""",11,M,Robert,positive,control,listener,,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3740,223,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.11,0.87,0.08,0.92,"""It's entertaining.""",12,M,George,negative,control,listener,,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3741,223,condition1,long,long-short,short,M,Joshua,speech,,,1,positive,0.76,0.81,0.32,0.11,"""His speech wasn't long.""",13,F,Nancy,,main_stimulus,human,flipped,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3742,223,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.14,0.09,0.19,0.83,"""It's boring.""",14,F,Caroline,positive,control,listener,,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3743,223,condition1,fast,fast-slow,fast,M,Anthony,driver,,,1,positive,0.85,0.18,0.21,0.88,"""His driving wasn't fast.""",15,F,Catherine,,main_stimulus,human,normal,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3744,223,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.1,0.78,0.13,0.87,"""It's tasty.""",16,F,Sarah,negative,control,listener,,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3745,223,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.89,0.11,0.89,0.89,"""It's gross.""",17,M,Ethan,negative,control,listener,,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3746,223,condition1,slow,fast-slow,slow,,,zebra,,,1,negative,0.79,0.1,0.26,0.08,"""The zebra wasn't slow.""",18,M,Joseph,,main_stimulus,thing,flipped,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3747,223,condition1,bad,good-bad,good,M,Andrew,presentation,,,0,negative,0.88,0.09,0.89,0.91,"""His presentation was bad.""",19,F,Jennifer,,main_stimulus,human,normal,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3748,223,condition1,short,long-short,short,,,trail,,,0,negative,0.92,0.3,0.91,0.1,"""The trail was short.""",20,M,Raymond,,main_stimulus,thing,flipped,[],30,Yes,No issues.,2,1,1,Male,English,Chrome,Windows,1440,2560,6.84205,
3785,90,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.23,0.18,0.0,0.0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3786,90,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.86,0.86,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3787,90,condition1,bad,good-bad,bad,F,Melissa,presentation,,,1,negative,0.22,0.12,0.26,0.0,"""Her presentation wasn't bad.""",5,M,Kevin,,main_stimulus,human,flipped,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3788,90,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.0,0.0,0.02,0.0,"""It's gross.""",6,M,Robert,positive,control,listener,,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3789,90,condition1,slow,fast-slow,fast,F,Rachel,driver,,,1,negative,0.24,0.18,0.18,1.0,"""Her driving wasn't slow.""",7,M,Frank,,main_stimulus,human,normal,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3790,90,condition1,big,big-small,small,,,succulent,,,1,positive,0.86,0.83,0.0,0.0,"""The succulent wasn't big.""",8,F,Margaret,,main_stimulus,thing,flipped,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3791,90,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.91,0.92,0.99,0.98,"""It's entertaining.""",9,M,Mark,positive,control,listener,,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3792,90,condition1,small,big-small,big,,,succulent,,,1,negative,0.76,0.75,0.08,0.95,"""The succulent wasn't small.""",10,M,Mark,,main_stimulus,thing,normal,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3793,90,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.0,0.0,0.06,0.02,"""It's boring.""",11,F,Caroline,positive,control,listener,,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3794,90,condition1,good,good-bad,good,F,Amy,presentation,,,0,positive,0.86,0.85,0.95,0.97,"""Her presentation was good.""",12,M,Jerry,,main_stimulus,human,normal,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3795,90,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.89,0.01,1.0,0.0,"""It's boring.""",13,F,Lucy,negative,control,listener,,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3796,90,condition1,short,long-short,short,,,trail,,,0,negative,0.9,0.81,1.0,0.0,"""The trail was short.""",14,F,Melissa,,main_stimulus,thing,flipped,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3797,90,condition1,fast,fast-slow,fast,,,zebra,,,0,positive,0.81,0.81,0.97,1.0,"""The zebra was fast.""",15,M,Alexander,,main_stimulus,thing,normal,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3798,90,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.0,0.96,0.01,0.97,"""It's tasty.""",16,F,Sarah,negative,control,listener,,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3799,90,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.0,0.99,0.0,0.95,"""It's entertaining.""",17,M,George,negative,control,listener,,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3800,90,condition1,long,long-short,short,M,Jacob,speech,,,0,positive,0.84,0.07,0.96,0.0,"""His speech was long.""",18,F,Janet,,main_stimulus,human,flipped,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3801,90,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.98,0.0,1.0,0.98,"""It's gross.""",19,M,Ethan,negative,control,listener,,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3802,90,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.93,0.91,0.99,0.97,"""It's tasty.""",20,F,Dora,positive,control,listener,,[],26,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,8.75425,
3803,247,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.65,0.37,0.27,0.03,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3804,247,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.43,0.51,0.93,0.94,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3805,247,condition1,fast,fast-slow,fast,,,zebra,,,0,positive,0.93,1.0,0.76,1.0,"""The zebra was fast.""",5,M,Tyler,,main_stimulus,thing,normal,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3806,247,condition1,good,good-bad,bad,,,weather,,,1,positive,0.0,0.0,0.25,0.0,"""The weather wasn't good.""",6,F,Samantha,,main_stimulus,thing,flipped,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3807,247,condition1,long,long-short,short,M,Raymond,speech,,,0,positive,0.1,0.0,0.51,0.0,"""His speech was long.""",7,F,Julie,,main_stimulus,human,flipped,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3808,247,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.12,0.95,0.99,0.59,"""It's tasty.""",8,F,Dora,positive,control,listener,,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3809,247,condition1,small,big-small,big,,,succulent,,,1,negative,0.52,0.56,0.43,0.99,"""The succulent wasn't small.""",9,M,Brandon,,main_stimulus,thing,normal,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3810,247,condition1,slow,fast-slow,fast,M,Edward,driver,,,1,negative,0.52,0.39,0.44,1.0,"""His driving wasn't slow.""",10,F,Sarah,,main_stimulus,human,normal,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3811,247,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.93,0.0,0.99,1.0,"""It's gross.""",11,M,Ethan,negative,control,listener,,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3812,247,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.0,1.0,0.0,1.0,"""It's tasty.""",12,F,Sarah,negative,control,listener,,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3813,247,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.76,0.85,0.89,0.91,"""It's entertaining.""",13,M,Mark,positive,control,listener,,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
3814,247,condition1,big,big-small,small,M,Timothy,party,,,1,positive,0.59,0.59,0.35,0.04,"""His party wasn't big.""",14,F,Nicole,,main_stimulus,human,flipped,[],27,Yes,,4,2,0,Male,English,Chrome,Windows,1440,3440,4.541333333333333,
